"hrgcode","hrg","trim.el","trim.nel","nelshortst","perc.nelshortst","tariff.op","tariff.dcel","tariff.dc","tariff.el","tariff.nel","tariff.overtrim","tariff.nelshortst"
"PH34D","Paediatric, Musculoskeletal or Connective Tissue Disorders, with CC Score 0",5,5,"No","-",0,615,0,0,615,372,0
"PJ35A","Paediatric Skin Disorders with CC Score 4+",5,10,"No","-",0,1550,0,0,1807,372,0
"PJ35B","Paediatric Skin Disorders with CC Score 2-3",5,8,"No","-",0,951,0,0,1033,372,0
"PJ35C","Paediatric Skin Disorders with CC Score 1",5,5,"No","-",0,726,0,0,726,372,0
"PJ35D","Paediatric Skin Disorders with CC Score 0",5,5,"No","-",0,600,0,0,600,372,0
"PJ66A","Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 3+",5,5,"No","-",0,436,0,0,605,372,0
"PJ66B","Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 1-2",5,5,"No","-",0,325,0,0,483,372,0
"PJ66C","Paediatric, Rash or Other Non-Specific Skin Eruption, with CC Score 0",5,5,"No","-",0,325,0,0,393,372,0
"PK36A","Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 4+",5,13,"No","-",0,1101,0,0,2440,372,0
"PK36B","Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 1-3",5,5,"No","-",0,701,0,0,1020,372,0
"PK36C","Paediatric Endocrine Disorders, excluding Diabetes Mellitus, with CC Score 0",5,5,"No","-",0,643,0,0,624,372,0
"PK67A","Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 1+",6,6,"No","-",0,1136,0,0,1136,372,0
"PK67B","Paediatric Diabetes Mellitus, with Ketoacidosis or Coma, with CC Score 0",6,6,"No","-",0,1098,0,0,1098,372,0
"PK68A","Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 3+",8,8,"No","-",0,1963,0,0,1963,372,0
"PK68B","Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 1-2",5,5,"No","-",0,1094,0,0,1094,372,0
"PK68C","Paediatric Diabetes Mellitus, without Ketoacidosis or Coma, with CC Score 0",5,8,"No","-",0,928,0,0,1048,372,0
"PK72A","Paediatric Metabolic Disorders with CC Score 4+",5,42,"No","-",0,2584,0,0,8102,372,0
"PK72B","Paediatric Metabolic Disorders with CC Score 1-3",5,9,"No","-",0,1242,0,0,2000,372,0
"PK72C","Paediatric Metabolic Disorders with CC Score 0",5,8,"No","-",0,1191,0,0,1492,372,0
"PL38A","Paediatric Renal Disease with Renal Failure, with CC Score 3+",8,20,"No","-",0,2180,0,0,4985,372,0
"PL38B","Paediatric Renal Disease with Renal Failure, with CC Score 1-2",5,9,"No","-",0,591,0,0,2112,372,0
"PL38C","Paediatric Renal Disease with Renal Failure, with CC Score 0",5,8,"No","-",0,436,0,0,1223,372,0
"PL69A","Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 2+",5,10,"No","-",0,1076,0,0,2017,372,0
"PL69B","Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 1",5,6,"No","-",0,567,0,0,1306,372,0
"PL69C","Paediatric, Nephritic or Nephrotic Renal Diseases, with CC Score 0",5,8,"No","-",0,551,0,0,1135,372,0
"PL70A","Paediatric Other Renal Diseases with CC Score 4+",5,10,"No","-",0,1020,0,0,1770,372,0
"PL70B","Paediatric Other Renal Diseases with CC Score 2-3",5,5,"No","-",0,557,0,0,809,372,0
"PL70C","Paediatric Other Renal Diseases with CC Score 1",5,5,"No","-",0,463,0,0,579,372,0
"PL70D","Paediatric Other Renal Diseases with CC Score 0",5,5,"No","-",0,375,0,0,453,372,0
"PM40A","Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 3+",25,36,"No","-",0,8813,0,0,9392,372,0
"PM40B","Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 1-2",7,13,"No","-",0,3577,0,0,3841,372,0
"PM40C","Paediatric Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC Score 0",9,19,"No","-",0,2885,0,0,3841,372,0
"PM41Z","Paediatric Other Haematological Malignancies with length of stay 1 day or more",44,30,"No","-",0,8159,0,0,7636,372,0
"PM42A","Paediatric Brain Tumours with length of stay 1 day or more, with CC score 1+",7,11,"No","-",0,2968,0,0,3501,372,0
"PM42B","Paediatric Brain Tumours with length of stay 1 day or more, with CC score 0",6,6,"No","-",0,1944,0,0,1944,372,0
"PM43A","Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 5+",13,28,"No","-",0,5367,0,0,7627,372,0
"PM43B","Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 1-4",7,12,"No","-",0,3046,0,0,3495,372,0
"PM43C","Paediatric Other Neoplasms with length of stay 1 day or more, with CC Score 0",7,9,"No","-",0,2500,0,0,2477,372,0
"PM44Z","Paediatric Neoplasm Diagnoses with length of stay 0 days",5,5,"No","-",0,587,0,0,374,372,0
"PM45A","Paediatric Febrile Neutropenia with Malignancy, with CC Score 6+",64,64,"No","-",0,14076,0,0,14076,372,0
"PM45B","Paediatric Febrile Neutropenia with Malignancy, with CC Score 3-5",18,18,"No","-",0,5590,0,0,5590,372,0
"PM45C","Paediatric Febrile Neutropenia with Malignancy, with CC Score 1-2",12,12,"No","-",0,3578,0,0,3578,372,0
"PM45D","Paediatric Febrile Neutropenia with Malignancy, with CC Score 0",7,7,"No","-",0,2276,0,0,2276,372,0
"PN46A","Paediatric Thalassaemia with CC Score 1+",5,5,"No","-",0,537,0,0,847,372,0
"PN46B","Paediatric Thalassaemia with CC Score 0",5,5,"No","-",0,537,0,0,451,372,0
"PN47A","Paediatric Sickle-Cell Anaemia with Crisis, with CC Score 1+",13,11,"No","-",0,1497,0,0,2059,372,0
"PN47B","Paediatric Sickle-Cell Anaemia with Crisis, with CC Score 0",5,6,"No","-",0,777,0,0,1159,372,0
"PN48A","Paediatric Blood Cell Disorders with CC Score 5+",15,15,"No","-",0,5176,0,0,5176,372,0
"PN48B","Paediatric Blood Cell Disorders with CC Score 1-4",5,6,"No","-",0,642,0,0,1414,372,0
"PN48C","Paediatric Blood Cell Disorders with CC Score 0",5,5,"No","-",0,474,0,0,720,372,0
"PN49A","Paediatric Coagulation Disorders with CC Score 1+",5,5,"No","-",0,903,0,0,740,372,0
"PN49B","Paediatric Coagulation Disorders with CC Score 0",5,5,"No","-",0,903,0,0,522,372,0
"PP64A","Paediatric Non-Surgical Ophthalmology with CC Score 1+",5,8,"No","-",0,645,0,0,1124,372,0
"PP64B","Paediatric Non-Surgical Ophthalmology with CC Score 0",5,5,"No","-",0,522,0,0,844,372,0
"PQ01A","Paediatric Disorders of Immunity with CC Score 1+",5,13,"No","-",0,1064,0,0,4771,372,0
"PQ01B","Paediatric Disorders of Immunity with CC Score 0",5,5,"No","-",0,502,0,0,442,372,0
"PR01A","Paediatric Nervous System Disorders with CC Score 8+",5,80,"No","-",0,2418,0,0,12279,372,0
"PR01B","Paediatric Nervous System Disorders with CC Score 5-7",5,15,"No","-",0,1285,0,0,2973,372,0
"PR01C","Paediatric Nervous System Disorders with CC Score 2-4",5,8,"No","-",0,939,0,0,1444,372,0
"PR01D","Paediatric Nervous System Disorders with CC Score 1",5,5,"No","-",0,752,0,0,968,372,0
"PR01E","Paediatric Nervous System Disorders with CC Score 0",5,5,"No","-",0,675,0,0,579,372,0
"PR02A","Paediatric Epilepsy Syndrome with CC Score 6+",8,9,"No","-",0,2344,0,0,2395,372,0
"PR02B","Paediatric Epilepsy Syndrome with CC Score 1-5",5,5,"No","-",0,981,0,0,895,372,0
"PR02C","Paediatric Epilepsy Syndrome with CC Score 0",5,5,"No","-",0,672,0,0,686,372,0
"PR03A","Paediatric Febrile Convulsions with CC Score 4+",5,5,"No","-",0,783,0,0,938,372,0
"PR03B","Paediatric Febrile Convulsions with CC Score 1-3",5,5,"No","-",0,607,0,0,650,372,0
"PR03C","Paediatric Febrile Convulsions with CC Score 0",5,5,"No","-",0,521,0,0,530,372,0
"PR04A","Paediatric, Headaches or Migraines, with CC Score 4+",5,5,"No","-",0,1018,0,0,842,372,0
"PR04B","Paediatric, Headaches or Migraines, with CC Score 1-3",5,5,"No","-",0,632,0,0,570,372,0
"PR04C","Paediatric, Headaches or Migraines, with CC Score 0",5,5,"No","-",0,505,0,0,459,372,0
"PR06A","Paediatric Intracranial Injury with CC Score 3+",32,16,"No","-",0,776,0,0,2532,372,0
"PR06B","Paediatric Intracranial Injury with CC Score 1-2",13,6,"No","-",0,776,0,0,1219,372,0
"PR06C","Paediatric Intracranial Injury with CC Score 0",5,5,"No","-",0,974,0,0,974,372,0
"PR07A","Paediatric Non-Intracranial Head Injury with CC Score 1+",5,5,"No","-",0,525,0,0,525,372,0
"PR07B","Paediatric Non-Intracranial Head Injury with CC Score 0",5,5,"No","-",0,435,0,0,435,372,0
"PV08A","Paediatric Intermediate Injury without Intracranial Injury, with CC Score 1+",5,5,"No","-",0,1111,0,0,1058,372,0
"PV08B","Paediatric Intermediate Injury without Intracranial Injury, with CC Score 0",5,5,"No","-",0,947,0,0,770,372,0
"PV31A","Paediatric Major Injury without Intracranial Injury, with CC Score 1+",24,24,"No","-",0,3401,0,0,3401,372,0
"PV31B","Paediatric Major Injury without Intracranial Injury, with CC Score 0",19,19,"No","-",0,2944,0,0,2944,372,0
"PV32A","Paediatric Minor Injury without Intracranial Injury, with CC Score 3+",5,5,"No","-",0,868,0,0,868,372,0
"PV32B","Paediatric Minor Injury without Intracranial Injury, with CC Score 1-2",5,5,"No","-",0,655,0,0,642,372,0
"PV32C","Paediatric Minor Injury without Intracranial Injury, with CC Score 0",5,5,"No","-",0,591,0,0,576,372,0
"PW01A","Paediatric Minor Infections with CC Score 4+",5,5,"No","-",0,857,0,0,857,372,0
"PW01B","Paediatric Minor Infections with CC Score 1-3",5,5,"No","-",0,558,0,0,558,372,0
"PW01C","Paediatric Minor Infections with CC Score 0",5,5,"No","-",0,484,0,0,489,372,0
"PW16A","Paediatric Major Infections with CC Score 7+",23,40,"No","-",0,4308,0,0,7778,372,0
"PW16B","Paediatric Major Infections with CC Score 5-6",13,21,"No","-",0,3518,0,0,4456,372,0
"PW16C","Paediatric Major Infections with CC Score 2-4",5,15,"No","-",0,874,0,0,2947,372,0
"PW16D","Paediatric Major Infections with CC Score 1",5,10,"No","-",0,689,0,0,2094,372,0
"PW16E","Paediatric Major Infections with CC Score 0",5,9,"No","-",0,483,0,0,1636,372,0
"PW17D","Paediatric Intermediate Infections with CC Score 0",5,5,"No","-",0,433,0,0,784,372,0
"PW17E","Paediatric Intermediate Infections with CC Score 5+",13,11,"No","-",0,2233,0,0,2300,372,0
"PW17F","Paediatric Intermediate Infections with CC Score 2-4",5,6,"No","-",0,943,0,0,1317,372,0
"PW17G","Paediatric Intermediate Infections with CC Score 1",5,8,"No","-",0,485,0,0,1044,372,0
"PW20A","Paediatric Fever of Unknown Origin with CC Score 3+",5,8,"No","-",0,878,0,0,1181,372,0
"PW20B","Paediatric Fever of Unknown Origin with CC Score 1-2",5,5,"No","-",0,420,0,0,728,372,0
"PW20C","Paediatric Fever of Unknown Origin with CC Score 0",5,5,"No","-",0,259,0,0,490,372,0
"PX01A","Paediatric Congenital Nervous System Conditions with CC Score 4+",5,55,"No","-",0,1618,0,0,4497,372,0
"PX01B","Paediatric Congenital Nervous System Conditions with CC Score 2-3",5,18,"No","-",0,1059,0,0,1647,372,0
"PX01C","Paediatric Congenital Nervous System Conditions with CC Score 1",5,9,"No","-",0,859,0,0,1183,372,0
"PX01D","Paediatric Congenital Nervous System Conditions with CC Score 0",5,5,"No","-",0,682,0,0,684,372,0
"PX02A","Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 3+",10,32,"No","-",0,4811,0,0,4314,372,0
"PX02B","Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 1-2",6,6,"No","-",0,1074,0,0,1074,372,0
"PX02C","Paediatric Congenital, Ear, Nose, Mouth or Throat Conditions, with CC Score 0",5,5,"No","-",0,746,0,0,664,372,0
"PX03A","Paediatric Congenital Respiratory Tract Conditions with CC Score 1+",18,18,"No","-",0,2023,0,0,2023,372,0
"PX03B","Paediatric Congenital Respiratory Tract Conditions with CC Score 0",5,8,"No","-",0,524,0,0,743,372,0
"PX04A","Paediatric Congenital Spinal Conditions with CC Score 1+",5,5,"No","-",0,1092,0,0,1435,372,0
"PX04B","Paediatric Congenital Spinal Conditions with CC Score 0",5,5,"No","-",0,905,0,0,904,372,0
"PX05A","Paediatric Congenital Other Musculoskeletal Conditions with CC Score 2+",5,9,"No","-",0,1332,0,0,1142,372,0
"PX05B","Paediatric Congenital Other Musculoskeletal Conditions with CC Score 1",5,5,"No","-",0,920,0,0,532,372,0
"PX05C","Paediatric Congenital Other Musculoskeletal Conditions with CC Score 0",5,5,"No","-",0,853,0,0,506,372,0
"PX06A","Paediatric Congenital Skin Conditions with CC Score 1+",5,9,"No","-",0,1104,0,0,1718,372,0
"PX06B","Paediatric Congenital Skin Conditions with CC Score 0",5,5,"No","-",0,674,0,0,553,372,0
"PX07A","Paediatric Congenital Renal Conditions with CC Score 2+",5,14,"No","-",0,829,0,0,2151,372,0
"PX07B","Paediatric Congenital Renal Conditions with CC Score 1",5,6,"No","-",0,530,0,0,723,372,0
"PX07C","Paediatric Congenital Renal Conditions with CC Score 0",5,5,"No","-",0,510,0,0,565,372,0
"PX08A","Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 2+",5,20,"No","-",0,1643,0,0,3252,372,0
"PX08B","Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 1",5,8,"No","-",0,886,0,0,1036,372,0
"PX08C","Paediatric Congenital, Urological or Male Reproductive System Conditions, with CC Score 0",5,5,"No","-",0,886,0,0,588,372,0
"PX09A","Paediatric Congenital Mental Health Conditions with CC Score 3+",5,42,"No","-",0,629,0,0,3172,372,0
"PX09B","Paediatric Congenital Mental Health Conditions with CC Score 1-2",5,13,"No","-",0,629,0,0,1229,372,0
"PX09C","Paediatric Congenital Mental Health Conditions with CC Score 0",5,5,"No","-",0,629,0,0,351,372,0
"PX10A","Paediatric Congenital Other Conditions with CC Score 1+",5,21,"No","-",0,863,0,0,3960,372,0
"PX10B","Paediatric Congenital Other Conditions with CC Score 0",5,5,"No","-",0,634,0,0,920,372,0
"PX22A","Paediatric Chest Pain with CC Score 1+",5,5,"No","-",0,466,0,0,466,372,0
"PX22B","Paediatric Chest Pain with CC Score 0",5,5,"No","-",0,360,0,0,360,372,0
"PX29A","Paediatric Abdominal Pain with CC Score 3+",5,5,"No","-",0,853,0,0,853,372,0
"PX29B","Paediatric Abdominal Pain with CC Score 1-2",5,5,"No","-",0,518,0,0,562,372,0
"PX29C","Paediatric Abdominal Pain with CC Score 0",5,5,"No","-",0,396,0,0,493,372,0
"PX30A","Paediatric Faltering Growth (Failure to Thrive) with CC Score 2+",8,16,"No","-",0,1741,0,0,2552,372,0
"PX30B","Paediatric Faltering Growth (Failure to Thrive) with CC Score 1",5,8,"No","-",0,825,0,0,1111,372,0
"PX30C","Paediatric Faltering Growth (Failure to Thrive) with CC Score 0",5,5,"No","-",0,579,0,0,753,372,0
"PX50A","Paediatric, Ingestion Poisoning or Allergies, with CC Score 4+",5,5,"No","-",0,718,0,0,718,372,0
"PX50B","Paediatric, Ingestion Poisoning or Allergies, with CC Score 1-3",5,5,"No","-",0,566,0,0,566,372,0
"PX50C","Paediatric, Ingestion Poisoning or Allergies, with CC Score 0",5,5,"No","-",0,367,0,0,411,372,0
"PX51Z","Paediatric Child Safeguarding (Welfare and Protection)",5,5,"No","-",0,421,0,0,980,372,0
"PX54Z","Paediatric, Convalescent or Other Relief Care",6,5,"No","-",0,1008,0,0,743,372,0
"PX55Z","Paediatric Respite Care",5,9,"No","-",0,1038,0,0,809,372,0
"PX56A","Paediatric Admission for Unexplained Symptoms, with CC Score 1+",5,5,"No","-",0,706,0,0,687,372,0
"PX56B","Paediatric Admission for Unexplained Symptoms, with CC Score 0",5,5,"No","-",0,596,0,0,459,372,0
"PX57A","Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 4+",5,9,"No","-",0,927,0,0,1362,372,0
"PX57B","Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 1-3",5,8,"No","-",0,552,0,0,673,372,0
"PX57C","Paediatric, Examination, Follow-Up, Special Screening or Other Admissions, with CC Score 0",5,5,"No","-",0,369,0,0,457,372,0
"SA01G","Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",40,40,"Yes","30%",0,5312,0,0,5312,269,1594
"SA01H","Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",5,17,"Yes","30%",0,1724,0,0,2666,269,800
"SA01J","Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",5,14,"Yes","30%",0,1192,0,0,2289,269,687
"SA01K","Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",5,8,"Yes","50%",0,491,0,0,1663,269,832
"SA02G","Coagulation Defect with CC Score 5+",5,29,"Yes","30%",0,718,0,0,4120,269,1236
"SA02H","Coagulation Defect with CC Score 2-4",5,8,"Yes","50%",0,718,0,0,1742,269,871
"SA02J","Coagulation Defect with CC Score 0-1",5,5,"No","-",0,718,0,0,1283,269,0
"SA03G","Haemolytic Anaemia with CC Score 3+",5,26,"Yes","30%",0,558,0,0,3375,269,1012
"SA03H","Haemolytic Anaemia with CC Score 0-2",5,11,"Yes","50%",0,331,0,0,1840,269,920
"SA04G","Iron Deficiency Anaemia with CC Score 14+",48,51,"Yes","30%",0,3826,0,0,5549,269,1665
"SA04H","Iron Deficiency Anaemia with CC Score 10-13",5,26,"Yes","30%",0,896,0,0,3093,269,928
"SA04J","Iron Deficiency Anaemia with CC Score 6-9",5,16,"Yes","30%",0,372,0,0,2124,269,637
"SA04K","Iron Deficiency Anaemia with CC Score 2-5",5,8,"No","-",0,297,0,0,961,269,0
"SA04L","Iron Deficiency Anaemia with CC Score 0-1",5,5,"No","-",0,266,0,0,594,269,0
"SA05G","Megaloblastic Anaemia with CC Score 8+",15,38,"Yes","30%",0,1151,0,0,3785,269,1135
"SA05H","Megaloblastic Anaemia with CC Score 4-7",5,16,"Yes","30%",0,568,0,0,2138,269,641
"SA05J","Megaloblastic Anaemia with CC Score 0-3",5,6,"Yes","50%",0,284,0,0,1156,269,578
"SA06G","Myelodysplastic Syndrome with CC Score 8+",48,48,"Yes","30%",0,5609,0,0,5609,269,1683
"SA06H","Myelodysplastic Syndrome with CC Score 5-7",5,16,"Yes","30%",0,798,0,0,2609,269,783
"SA06J","Myelodysplastic Syndrome with CC Score 2-4",5,11,"Yes","50%",0,532,0,0,1844,269,922
"SA06K","Myelodysplastic Syndrome with CC Score 0-1",5,5,"Yes","75%",0,374,0,0,1145,269,859
"SA07G","Myeloproliferative Disorder with CC Score 7+",5,47,"Yes","30%",0,825,0,0,5925,269,1778
"SA07H","Myeloproliferative Disorder with CC Score 4-6",5,18,"Yes","30%",0,327,0,0,2797,269,839
"SA07J","Myeloproliferative Disorder with CC Score 0-3",5,5,"Yes","75%",0,228,0,0,878,269,658
"SA08G","Other Haematological or Splenic Disorders, with CC Score 6+",5,31,"Yes","30%",0,528,0,0,3551,269,1065
"SA08H","Other Haematological or Splenic Disorders, with CC Score 3-5",5,11,"Yes","50%",0,413,0,0,1670,269,835
"SA08J","Other Haematological or Splenic Disorders, with CC Score 0-2",5,8,"Yes","75%",0,298,0,0,946,269,709
"SA09G","Other Red Blood Cell Disorders with CC Score 14+",34,48,"Yes","30%",0,4016,0,0,5087,269,1526
"SA09H","Other Red Blood Cell Disorders with CC Score 10-13",5,25,"Yes","30%",0,545,0,0,2892,269,868
"SA09J","Other Red Blood Cell Disorders with CC Score 6-9",5,11,"Yes","30%",0,366,0,0,1855,269,557
"SA09K","Other Red Blood Cell Disorders with CC Score 2-5",5,6,"No","-",0,318,0,0,908,269,0
"SA09L","Other Red Blood Cell Disorders with CC Score 0-1",5,5,"No","-",0,315,0,0,649,269,0
"SA11Z","Thalassaemia",5,5,"Yes","75%",0,633,0,0,929,269,696
"SA12G","Thrombocytopenia with CC Score 8+",5,30,"Yes","30%",0,485,0,0,3926,269,1178
"SA12H","Thrombocytopenia with CC Score 5-7",5,14,"Yes","30%",0,448,0,0,2471,269,741
"SA12J","Thrombocytopenia with CC Score 2-4",5,9,"Yes","50%",0,331,0,0,1665,269,832
"SA12K","Thrombocytopenia with CC Score 0-1",5,8,"Yes","75%",0,283,0,0,1239,269,929
"SA13A","Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 19 years and over",5,5,"No","-",141,437,0,0,582,269,0
"SA13B","Single Plasma Exchange, Leucophoresis or Red Cell Exchange, 18 years and under",5,5,"No","-",182,579,0,0,582,269,0
"SA14Z","Plasma Exchanges, 2 to 9",21,62,"No","-",0,4644,0,0,10980,269,0
"SA15Z","Plasma Exchanges, 10 to 19",5,61,"No","-",0,4644,0,0,10980,269,0
"SA16Z","Plasma Exchanges, 20 or more",59,59,"No","-",0,12478,0,0,12478,269,0
"SA17G","Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",5,37,"Yes","30%",0,729,0,0,4700,269,1410
"SA17H","Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",5,5,"Yes","75%",0,317,0,0,1007,269,755
"SA18Z","Bone Marrow Harvest",5,5,"No","-",0,1764,0,0,1764,269,0
"SA24G","Acute Lymphoblastic Leukaemia with CC Score 5+",81,75,"Yes","30%",0,9777,0,0,11412,269,3424
"SA24H","Acute Lymphoblastic Leukaemia with CC Score 2-4",8,32,"Yes","30%",0,1364,0,0,6397,269,1919
"SA24J","Acute Lymphoblastic Leukaemia with CC Score 0-1",5,13,"Yes","30%",0,435,0,0,3176,269,953
"SA25G","Acute Myeloid Leukaemia with CC Score 12+",79,79,"Yes","30%",0,14274,0,0,14274,269,4282
"SA25H","Acute Myeloid Leukaemia with CC Score 9-11",67,67,"Yes","30%",0,10074,0,0,10074,269,3022
"SA25J","Acute Myeloid Leukaemia with CC Score 6-8",63,63,"Yes","30%",0,7322,0,0,7322,269,2197
"SA25K","Acute Myeloid Leukaemia with CC Score 4-5",53,45,"Yes","30%",0,4490,0,0,5777,269,1733
"SA25L","Acute Myeloid Leukaemia with CC Score 2-3",5,34,"Yes","30%",0,1072,0,0,5418,269,1625
"SA25M","Acute Myeloid Leukaemia with CC Score 0-1",5,13,"Yes","30%",0,443,0,0,3182,269,955
"SA30A","Plasma Cell Disorders with CC Score 11+",52,68,"Yes","30%",0,4504,0,0,8344,269,2503
"SA30B","Plasma Cell Disorders with CC Score 8-10",5,35,"Yes","30%",0,649,0,0,4895,269,1468
"SA30C","Plasma Cell Disorders with CC Score 5-7",5,27,"Yes","30%",0,511,0,0,3840,269,1152
"SA30D","Plasma Cell Disorders with CC Score 2-4",5,18,"Yes","30%",0,372,0,0,2846,269,854
"SA30E","Plasma Cell Disorders with CC Score 0-1",5,5,"Yes","75%",0,278,0,0,839,269,629
"SA31A","Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+",77,77,"Yes","30%",0,11039,0,0,11039,269,3312
"SA31B","Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",46,50,"Yes","30%",0,6504,0,0,6625,269,1987
"SA31C","Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",20,37,"Yes","30%",0,2504,0,0,4778,269,1433
"SA31D","Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",10,25,"Yes","30%",0,1517,0,0,3697,269,1109
"SA31E","Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",5,19,"Yes","30%",0,790,0,0,2896,269,869
"SA31F","Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",5,15,"Yes","30%",0,453,0,0,2633,269,790
"SA32A","Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 7+",13,45,"Yes","30%",0,1588,0,0,5790,269,1737
"SA32B","Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6",5,25,"Yes","30%",0,597,0,0,3306,269,992
"SA32C","Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",5,14,"Yes","50%",0,443,0,0,2142,269,1071
"SA32D","Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",5,10,"Yes","50%",0,307,0,0,1815,269,908
"SA33Z","Diagnostic Bone Marrow Extraction",5,5,"No","-",239,407,0,0,624,269,0
"SA35A","Agranulocytosis with CC Score 13+",56,52,"Yes","30%",0,4849,0,0,5907,269,1772
"SA35B","Agranulocytosis with CC Score 9-12",27,27,"Yes","30%",0,3488,0,0,3488,269,1046
"SA35C","Agranulocytosis with CC Score 5-8",15,15,"Yes","30%",0,2349,0,0,2349,269,705
"SA35D","Agranulocytosis with CC Score 2-4",10,10,"Yes","50%",0,1581,0,0,1764,269,882
"SA35E","Agranulocytosis with CC Score 0-1",5,9,"Yes","50%",0,507,0,0,1446,269,723
"SA36A","Sickle-Cell Anaemia with Crisis, with CC Score 6+",25,23,"Yes","30%",0,2948,0,0,3897,269,1169
"SA36B","Sickle-Cell Anaemia with Crisis, with CC Score 2-5",13,15,"Yes","30%",0,1560,0,0,2264,269,679
"SA36C","Sickle-Cell Anaemia with Crisis, with CC Score 0-1",5,8,"Yes","75%",0,570,0,0,1118,269,839
"SA37Z","Sickle Cell Anaemia without Crisis",5,8,"Yes","50%",0,570,0,0,1118,269,559
"SB97Z","Same Day Chemotherapy Admission or Attendance",5,5,"No","-",0,0,0,0,0,0,0
"SC97Z","Same Day Radiotherapy Admission or Attendance (excluding Brachytherapy)",5,5,"No","-",0,0,0,0,0,0,0
"UZ01Z","Data Invalid for Grouping",5,5,"No","-",0,0,0,0,0,0,0
"VA10A","Multiple Trauma with Diagnosis Score <=23, with No Interventions",5,5,"Yes","75%",0,1004,0,0,1004,237,753
"VA10B","Multiple Trauma with Diagnosis Score 24-32, with No Interventions",15,15,"Yes","30%",0,2212,0,0,2212,237,664
"VA10C","Multiple Trauma with Diagnosis Score 33-50, with No Interventions",29,29,"Yes","30%",0,3211,0,0,3211,237,963
"VA10D","Multiple Trauma with Diagnosis Score >=51, with No Interventions",58,58,"Yes","30%",0,5858,0,0,5858,237,1757
"VA11A","Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8",8,8,"No","-",0,1662,0,0,1662,237,0
"VA11B","Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8",5,16,"No","-",0,1890,0,0,2395,237,0
"VA11C","Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8",11,35,"No","-",0,2466,0,0,4029,237,0
"VA11D","Multiple Trauma with Diagnosis Score >=51, with Intervention Score 1-8",61,61,"No","-",0,7466,0,0,7466,237,0
"VA12A","Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18",5,19,"No","-",0,2321,0,0,3774,237,0
"VA12B","Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18",5,31,"No","-",0,2507,0,0,4953,237,0
"VA12C","Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 9-18",25,41,"No","-",0,4120,0,0,6380,237,0
"VA12D","Multiple Trauma with Diagnosis Score >=51, with Intervention Score 9-18",61,69,"No","-",0,9317,0,0,9542,237,0
"VA13A","Multiple Trauma with Diagnosis Score <=23, with Intervention Score 19-29",5,15,"No","-",0,2449,0,0,4303,237,0
